nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp,sent,received
2,62,21,420,44,23,706362668578,706362668966
3,62,20,176,51,23,706362670392,706362670983
4,62,21,515,40,24,706362671354,706362671789
5,62,21,163,46,24,706362672291,706362673502
6,62,19,548,46,23,706362674159,706362674507
7,62,20,185,45,22,706362675615,706362676074
1,65,20,460,43,23,706362677791,706362677929
2,63,21,423,44,23,706362679096,706362679483
3,63,20,198,51,23,706362680911,706362681502
4,63,20,490,40,24,706362681872,706362682308
5,63,21,164,46,24,706362682807,706362684017
6,63,20,555,46,23,706362684675,706362685027
7,63,19,314,46,22,706362686132,706362686587
1,66,19,457,42,23,706362688308,706362688445
2,64,20,428,44,23,706362689613,706362690002
3,64,20,199,51,23,706362691429,706362692018
4,64,21,492,40,24,706362692389,706362692827
5,64,21,148,46,24,706362693324,706362694532
6,64,20,697,46,23,706362695193,706362695541
7,64,20,201,46,22,706362696649,706362697108
1,67,20,492,43,23,706362698826,706362698970
2,65,21,305,43,23,706362700131,706362700517
3,65,20,70,51,23,706362701946,706362702541
4,65,21,531,40,24,706362702907,706362703339
5,65,20,150,46,24,706362703841,706362705058
6,65,19,558,45,23,706362705710,706362706057
7,65,21,327,45,22,706362707167,706362707622
1,68,20,491,43,23,706362709344,706362709479
2,66,20,311,44,23,706362710648,706362711040
3,66,20,190,51,23,706362712465,706362713053
4,66,21,532,40,24,706362713424,706362713860
5,66,20,151,46,24,706362714359,706362715569
6,66,18,708,45,23,706362716227,706362716579
7,66,20,331,45,22,706362717685,706362718139
1,69,22,491,43,23,706362719861,706362719996
2,67,21,440,43,23,706362721166,706362721551
3,67,20,200,51,23,706362722983,706362723572
4,67,20,543,40,24,706362723941,706362724371
5,67,20,185,46,24,706362724875,706362726088
6,67,19,710,46,23,706362726745,706362727093
7,67,21,334,46,22,706362728202,706362728658
1,70,20,464,42,23,706362730377,706362730515
2,68,21,318,43,23,706362731684,706362732069
3,68,19,94,51,23,706362733501,706362734089
4,68,21,409,41,24,706362734458,706362734900
5,68,21,153,46,24,706362735393,706362736601
6,68,19,718,46,23,706362737261,706362737606
7,68,21,222,46,22,706362738720,706362739174
1,71,21,472,42,23,706362740894,706362741032
2,69,20,329,43,23,706362742202,706362742589
3,69,20,103,51,23,706362744019,706362744604
4,69,21,416,40,24,706362744975,706362745412
5,69,20,172,46,24,706362745911,706362747120
6,69,19,722,46,23,706362747780,706362748127
7,69,20,349,46,22,706362749237,706362749690
1,72,21,511,43,23,706362751411,706362751549
2,70,20,336,43,23,706362752719,706362753102
3,70,19,120,52,23,706362754537,706362755128
4,70,21,425,40,24,706362755492,706362755929
5,70,21,173,46,24,706362756426,706362757640
6,70,20,725,46,23,706362758298,706362758646
7,70,20,356,46,22,706362759755,706362760208
1,73,21,521,43,23,706362761928,706362762064
2,71,21,345,43,23,706362763236,706362763621
3,71,20,132,51,23,706362765056,706362765642
4,71,21,565,41,24,706362766010,706362766449
5,71,21,157,46,24,706362766942,706362768149
6,71,19,729,46,23,706362768815,706362769161
7,71,20,364,46,22,706362770272,706362770726
1,74,19,527,43,23,706362772446,706362772585
2,72,20,357,43,23,706362773754,706362774138
3,72,19,271,51,23,706362775574,706362776164
4,72,21,567,41,24,706362776528,706362776961
5,72,21,176,46,24,706362777460,706362778669
6,72,19,589,46,23,706362779333,706362779679
7,72,20,376,46,22,706362780790,706362781244
1,75,22,408,42,23,706362782962,706362783096
2,73,19,490,43,23,706362784272,706362784656
3,73,20,289,51,23,706362786092,706362786678
5,73,21,161,46,24,706362787978,706362789189
6,73,20,742,46,23,706362789850,706362790195
7,73,20,384,46,22,706362791307,706362791759
1,76,21,410,43,23,706362793480,706362793615
2,74,20,396,43,23,706362794789,706362795173
3,74,19,178,52,23,706362796610,706362797194
4,74,21,442,40,24,706362797562,706362797999
5,74,21,179,46,24,706362798495,706362799701
6,74,19,600,46,23,706362800367,706362800713
7,74,21,388,46,22,706362801825,706362802283
1,77,21,549,43,23,706362803997,706362804135
2,75,20,378,43,23,706362805307,706362805691
3,75,19,184,52,23,706362807128,706362807717
4,75,20,449,41,24,706362808081,706362808523
5,75,20,164,46,24,706362809013,706362810225
6,75,20,748,46,23,706362810885,706362811230
7,75,20,278,46,22,706362812342,706362812794
1,78,19,421,42,23,706362814515,706362814648
2,76,19,384,43,23,706362815824,706362816211
3,76,19,188,52,23,706362817646,706362818233
4,76,21,455,40,24,706362818599,706362819033
5,76,21,164,47,24,706362819530,706362820736
6,76,19,608,46,23,706362821402,706362821750
7,76,20,285,46,22,706362822860,706362823312
1,79,20,424,43,23,706362825032,706362825169
2,77,20,387,43,23,706362826342,706362826725
3,77,19,307,51,23,706362828164,706362828758
4,77,20,458,41,24,706362829115,706362829549
5,77,20,182,47,24,706362830048,706362831264
6,77,19,756,46,23,706362831920,706362832266
7,77,20,428,46,22,706362833379,706362833838
1,80,21,567,43,23,706362835550,706362835684
2,78,20,392,43,23,706362836859,706362837242
3,78,18,201,51,23,706362838683,706362839268
4,78,20,463,41,24,706362839631,706362840072
5,78,21,184,47,24,706362840565,706362841771
6,78,19,761,46,23,706362842437,706362842782
7,78,21,296,46,22,706362843895,706362844345
1,81,22,575,43,23,706362846068,706362846207
2,79,20,400,43,23,706362847377,706362847759
3,79,19,204,51,23,706362849201,706362849791
4,79,20,605,40,24,706362850149,706362850584
5,79,21,185,47,23,706362851083,706362852288
6,79,19,765,47,23,706362852954,706362853298
7,79,19,423,46,22,706362854412,706362854865
1,82,22,447,43,23,706362856585,706362856718
2,80,20,404,43,23,706362857895,706362858275
3,80,19,210,51,23,706362859719,706362860303
4,80,20,610,40,24,706362860665,706362861103
5,80,21,186,46,24,706362861600,706362862807
6,80,21,764,46,23,706362863471,706362863819
7,80,21,432,46,22,706362864930,706362865383
1,83,19,582,43,23,706362867103,706362867234
2,81,20,412,43,23,706362868412,706362868789
3,81,20,332,51,23,706362870237,706362870822
4,81,20,612,40,24,706362871182,706362871621
5,81,21,170,46,24,706362872118,706362873324
6,81,19,770,46,23,706362873988,706362874331
7,81,21,435,45,22,706362875447,706362875904
1,84,21,589,43,23,706362877620,706362877758
2,82,20,441,42,23,706362878930,706362879311
3,82,19,340,51,23,706362880755,706362881341
4,82,19,617,40,24,706362881699,706362882138
5,82,21,171,46,24,706362882635,706362883842
6,82,19,772,46,23,706362884505,706362884847
7,82,20,318,45,22,706362885965,706362886415
1,85,22,457,43,23,706362888138,706362888269
2,83,20,417,43,23,706362889447,706362889831
3,83,19,222,51,23,706362891273,706362891857
4,83,20,483,41,24,706362892215,706362892654
5,83,20,171,47,24,706362893152,706362894358
6,83,19,1116,46,23,706362895023,706362895370
7,83,20,324,45,22,706362896482,706362896934
1,86,21,457,43,23,706362898655,706362898785
2,84,20,420,43,23,706362899965,706362900345
3,84,19,345,51,23,706362901792,706362902383
4,84,20,494,41,24,706362902732,706362903170
5,84,21,191,47,24,706362903670,706362904875
6,84,20,780,46,23,706362905539,706362905882
7,84,21,341,46,22,706362907000,706362907451
1,87,20,591,43,23,706362909173,706362909304
2,85,20,445,43,23,706362910482,706362910858
3,85,20,228,51,23,706362912310,706362912892
4,85,19,634,40,24,706362913250,706362913691
5,85,21,193,47,24,706362914187,706362915393
6,85,19,783,46,23,706362916057,706362916400
7,85,20,348,46,22,706362917517,706362917965
1,88,21,458,43,23,706362919690,706362919828
2,86,21,421,43,23,706362921002,706362921386
3,86,20,347,51,23,706362922829,706362923419
4,86,20,644,41,24,706362923767,706362924203
5,86,20,176,46,24,706362924705,706362925909
6,86,20,788,46,23,706362926574,706362926914
7,86,21,357,46,22,706362928034,706362928482
\\x82\\x0cL\\x0c\\x1c\\x80\\x0cr\\xe2L\\x8ep\\x0c\\x8e\\x8e\\x0c\\x1c\\x8e\\xfc,706362930212,706362930503
2,87,20,422,43,23,706362931517,706362931893
3,87,19,347,51,23,706362933347,706362933930
4,87,22,509,41,24,706362934284,706362934720
